,Airline,Date_of_Journey,Source,Destination,Route,Duration,Total_Stops,Price,Arrival_Hour,Arrival_Day,Arrival_Min,Dep_Hour,Dep_Day,Dep_Min,Journey_Day,Journey_Month,Journey_Year
8231,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → HYD → COK,385,1,11265,16,17,10,9,17,45,3,3,2019
8232,Air India,2019-06-03,Mumbai,Hyderabad,BOM → AMD → ISK → HYD,150,2,11972,14,17,50,17,17,20,3,6,2019
8233,Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,835,1,13587,21,17,0,7,17,5,6,9,2019
8234,IndiGo,2019-03-06,Kolkata,Banglore,CCU → BLR,155,0,4804,19,17,50,17,17,15,6,3,2019
8235,Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → HBX → BLR,535,2,8366,18,17,20,9,17,25,5,1,2019
8236,Air India,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,1350,1,8366,7,19,55,9,17,25,18,5,2019
8237,Air India,2019-05-18,Kolkata,Banglore,CCU → JAI → BOM → BLR,810,2,10697,21,17,50,8,17,20,18,5,2019
8238,Jet Airways,2019-05-21,Delhi,Cochin,DEL → JAI → BOM → COK,810,2,15129,19,17,0,5,17,30,21,5,2019
8239,IndiGo,2019-05-18,Chennai,Kolkata,MAA → CCU,140,0,3858,17,17,5,14,17,45,18,5,2019
8240,Jet Airways,2019-06-04,Banglore,Delhi,BLR → DEL,185,0,7229,22,17,0,18,17,55,4,6,2019
8241,IndiGo,2019-04-27,Delhi,Cochin,DEL → BOM → COK,300,1,6937,21,17,0,16,17,0,27,4,2019
8242,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,300,1,14714,19,17,0,14,17,0,24,6,2019
8243,Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,625,1,9134,16,17,10,5,17,45,15,3,2019
8244,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,715,1,10577,19,17,0,7,17,5,6,3,2019
8245,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,845,1,14388,10,7,5,20,17,0,5,6,2019
8246,Air India,2019-12-06,Delhi,Cochin,DEL → BLR → COK,1125,1,8991,8,13,15,13,17,30,6,12,2019
8247,Air India,2019-05-27,Delhi,Cochin,DEL → JDH → BOM → COK,1820,2,12436,19,28,15,12,17,55,27,5,2019
8248,Air India,2019-12-03,Banglore,New Delhi,BLR → BOM → BHO → DEL,1600,2,12515,9,13,25,6,17,45,3,12,2019
8249,SpiceJet,2019-06-15,Delhi,Cochin,DEL → MAA → COK,380,1,5583,22,17,5,15,17,45,15,6,2019
8250,Air India,2019-09-03,Delhi,Cochin,DEL → BOM → COK,520,1,10840,7,10,40,23,17,0,3,9,2019
8251,Jet Airways,2019-06-27,Delhi,Cochin,DEL → ATQ → BOM → COK,1460,2,14300,12,28,35,12,17,15,27,6,2019
8252,SpiceJet,2019-04-18,Banglore,Delhi,BLR → DEL,175,0,5515,0,19,5,21,17,10,18,4,2019
8253,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,400,1,10844,20,17,45,14,17,5,15,5,2019
8254,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,980,1,11134,9,25,15,16,17,55,24,3,2019
8255,Air India,2019-04-24,Banglore,Delhi,BLR → DEL,165,0,6121,12,17,45,10,17,0,24,4,2019
8256,Air India,2019-05-21,Kolkata,Banglore,CCU → BBI → BOM → BLR,1195,2,10676,7,22,55,12,17,0,21,5,2019
8257,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,365,1,14781,22,17,35,16,17,30,5,1,2019
8258,Jet Airways,2019-06-04,Banglore,Delhi,BLR → DEL,180,0,4544,22,17,50,19,17,50,4,6,2019
8259,GoAir,2019-06-04,Banglore,Delhi,BLR → DEL,175,0,4632,10,17,40,7,17,45,4,6,2019
8260,Jet Airways,2019-03-21,Delhi,Cochin,DEL → AMD → BOM → COK,1995,2,10929,4,23,25,19,17,10,21,3,2019
8261,Air Asia,2019-04-21,Kolkata,Banglore,CCU → BLR,155,0,4409,12,17,55,10,17,20,21,4,2019
8262,SpiceJet,2019-01-05,Kolkata,Banglore,CCU → BLR,155,0,3873,9,17,30,6,17,55,5,1,2019
8263,Jet Airways,2019-05-27,Banglore,Delhi,BLR → DEL,180,0,4030,10,17,10,7,17,10,27,5,2019
8264,Air Asia,2019-09-05,Kolkata,Banglore,CCU → BLR,150,0,3807,1,10,20,22,17,50,5,9,2019
8265,Air India,2019-12-05,Kolkata,Banglore,CCU → DEL → COK → BLR,920,2,12140,1,13,20,10,17,0,5,12,2019
8266,SpiceJet,2019-06-03,Kolkata,Banglore,CCU → BLR,150,0,4096,11,17,30,9,17,0,3,6,2019
8267,Jet Airways,2019-06-15,Delhi,Cochin,DEL → ATQ → BOM → COK,1095,2,14300,12,16,35,18,17,20,15,6,2019
8268,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,560,1,6007,21,17,0,11,17,40,27,6,2019
8269,IndiGo,2019-01-04,Kolkata,Banglore,CCU → BLR,150,0,4174,16,17,55,14,17,25,4,1,2019
8270,SpiceJet,2019-06-21,Chennai,Kolkata,MAA → CCU,140,0,3597,20,17,5,17,17,45,21,6,2019
8271,Air India,2019-06-24,Delhi,Cochin,DEL → JAI → BOM → COK,435,2,9548,19,17,15,12,17,0,24,6,2019
8272,Air India,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,385,1,8714,15,17,15,8,17,50,15,3,2019
8273,Vistara,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,1640,1,8085,20,13,20,17,17,0,6,12,2019
8274,Jet Airways,2019-03-06,Delhi,Cochin,DEL → JAI → BOM → COK,535,2,10368,4,4,25,19,17,30,6,3,2019
8275,Air India,2019-06-27,Delhi,Cochin,DEL → HYD → MAA → COK,1580,2,10975,9,28,25,7,17,5,27,6,2019
8276,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,810,1,7670,21,17,0,7,17,30,5,9,2019
8277,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,450,1,8073,1,16,30,18,17,0,15,5,2019
8278,Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,710,1,13817,10,13,45,22,17,55,3,12,2019
8279,IndiGo,2019-09-04,Kolkata,Banglore,CCU → HYD → BLR,265,1,3574,23,17,45,19,17,20,4,9,2019
8280,Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,395,1,15554,4,10,25,21,17,50,5,9,2019
8281,Air India,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1335,1,6692,19,28,15,21,17,0,27,3,2019
8282,SpiceJet,2019-06-15,Mumbai,Hyderabad,BOM → HYD,90,0,1965,0,16,15,22,17,45,15,6,2019
8283,IndiGo,2019-06-24,Mumbai,Hyderabad,BOM → HYD,95,0,2227,21,17,40,20,17,5,24,6,2019
8284,IndiGo,2019-09-06,Chennai,Kolkata,MAA → CCU,140,0,3597,17,17,5,14,17,45,6,9,2019
8285,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,865,1,14714,4,7,25,14,17,0,6,6,2019
8286,SpiceJet,2019-09-03,Kolkata,Banglore,CCU → BLR,150,0,4622,19,17,45,17,17,15,3,9,2019
8287,Jet Airways,2019-01-05,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,15129,4,2,25,5,17,30,5,1,2019
8288,IndiGo,2019-06-15,Chennai,Kolkata,MAA → CCU,140,0,5277,0,16,25,22,17,5,15,6,2019
8289,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,590,1,11667,18,17,50,9,17,0,27,3,2019
8290,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,1570,1,10539,19,10,10,17,17,0,6,9,2019
8291,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,1080,1,11467,14,10,25,20,17,25,5,9,2019
8292,Air India,2019-12-06,Delhi,Cochin,DEL → MAA → COK,965,1,7480,9,13,25,17,17,20,6,12,2019
8293,GoAir,2019-04-24,Banglore,Delhi,BLR → DEL,165,0,3419,23,17,40,20,17,55,24,4,2019
8294,IndiGo,2019-06-27,Delhi,Cochin,DEL → BOM → COK,895,1,5684,1,28,30,10,17,35,27,6,2019
8295,IndiGo,2019-12-06,Kolkata,Banglore,CCU → NAG → BLR,325,1,6218,23,17,30,18,17,5,6,12,2019
8296,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,520,1,6959,4,13,40,20,17,0,6,12,2019
8297,Vistara,2019-12-06,Banglore,Delhi,BLR → DEL,165,0,4878,22,17,15,19,17,30,6,12,2019
8298,Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → AMD → BLR,1345,2,12219,5,2,25,7,17,0,4,1,2019
8299,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,800,1,12384,9,22,45,20,17,25,21,5,2019
8300,Jet Airways,2019-06-15,Delhi,Cochin,DEL → COK,195,0,7202,14,17,15,11,17,0,15,6,2019
8301,SpiceJet,2019-01-06,Kolkata,Banglore,CCU → BLR,150,0,4174,19,17,40,17,17,10,6,1,2019
8302,Air India,2019-12-05,Mumbai,Hyderabad,BOM → HYD,85,0,3100,16,17,25,15,17,0,5,12,2019
8303,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,380,1,7832,15,17,15,8,17,55,21,3,2019
8304,Multiple carriers,2019-09-06,Delhi,Cochin,DEL → HYD → COK,455,1,6723,22,17,30,14,17,55,6,9,2019
8305,Air India,2019-06-06,Kolkata,Banglore,CCU → JAI → BOM → BLR,1415,2,10697,7,7,55,8,17,20,6,6,2019
8306,SpiceJet,2019-01-06,Kolkata,Banglore,CCU → BLR,140,0,3841,0,2,40,22,17,20,6,1,2019
8307,Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → DEL → BLR,1155,2,9920,12,2,0,16,17,45,4,1,2019
8308,IndiGo,2019-01-03,Banglore,New Delhi,BLR → DEL,175,0,12649,21,17,20,18,17,25,3,1,2019
8309,IndiGo,2019-06-06,Delhi,Cochin,DEL → BOM → COK,575,1,6093,21,17,0,11,17,25,6,6,2019
8310,Jet Airways,2019-05-27,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,15129,4,28,25,5,17,30,27,5,2019
8311,Jet Airways,2019-04-27,Banglore,Delhi,BLR → DEL,180,0,4544,20,17,45,17,17,45,27,4,2019
8312,Air India,2019-03-27,Kolkata,Banglore,CCU → BLR,150,0,5170,16,17,45,14,17,15,27,3,2019
8313,IndiGo,2019-09-06,Mumbai,Hyderabad,BOM → HYD,90,0,2754,4,17,5,2,17,35,6,9,2019
8314,Air India,2019-12-06,Mumbai,Hyderabad,BOM → HYD,90,0,3100,15,17,25,13,17,55,6,12,2019
8315,Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → DEL → BLR,1830,2,9237,23,2,15,16,17,45,4,1,2019
8316,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,750,1,7198,1,16,30,13,17,0,15,6,2019
8317,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1505,1,10262,12,2,35,11,17,30,6,1,2019
8318,SpiceJet,2019-03-27,Delhi,Cochin,DEL → MAA → COK,360,1,5111,21,17,55,15,17,55,27,3,2019
8319,Air India,2019-06-27,Delhi,Cochin,DEL → GOI → BOM → COK,1275,2,10441,19,28,15,22,17,0,27,6,2019
8320,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,630,1,10261,19,17,15,8,17,45,6,1,2019
8321,IndiGo,2019-09-03,Chennai,Kolkata,MAA → CCU,140,0,6297,21,17,55,19,17,35,3,9,2019
8322,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,910,1,12192,19,17,0,3,17,50,15,6,2019
8323,IndiGo,2019-06-15,Banglore,Delhi,BLR → DEL,170,0,3943,13,17,0,10,17,10,15,6,2019
8324,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BHO → BOM → COK,425,2,16274,12,17,35,5,17,30,27,5,2019
8325,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,330,1,12898,12,17,35,7,17,5,21,5,2019
8326,SpiceJet,2019-05-15,Banglore,Delhi,BLR → DEL,160,0,3311,8,17,35,5,17,55,15,5,2019
8327,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,460,1,9103,12,17,35,4,17,55,21,5,2019
8328,IndiGo,2019-03-15,Kolkata,Banglore,CCU → BLR,165,0,4148,0,16,55,22,17,10,15,3,2019
8329,IndiGo,2019-09-06,Kolkata,Banglore,CCU → BLR,155,0,5224,18,17,5,15,17,30,6,9,2019
8330,IndiGo,2019-09-05,Kolkata,Banglore,CCU → BLR,155,0,4804,7,17,15,4,17,40,5,9,2019
8331,IndiGo,2019-06-06,Chennai,Kolkata,MAA → CCU,140,0,3597,21,17,55,19,17,35,6,6,2019
8332,IndiGo,2019-06-27,Kolkata,Banglore,CCU → BLR,155,0,4804,14,17,5,11,17,30,27,6,2019
8333,Jet Airways,2019-06-05,Mumbai,Hyderabad,BOM → HYD,90,0,4995,11,17,50,10,17,20,5,6,2019
8334,SpiceJet,2019-09-04,Kolkata,Banglore,CCU → BLR,145,0,3873,11,17,25,9,17,0,4,9,2019
8335,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,805,1,10262,4,2,25,15,17,0,6,1,2019
8336,Jet Airways,2019-06-18,Mumbai,Hyderabad,BOM → HYD,90,0,3210,21,17,5,19,17,35,18,6,2019
8337,GoAir,2019-09-06,Delhi,Cochin,DEL → HYD → COK,365,1,6276,13,17,35,7,17,30,6,9,2019
8338,Jet Airways,2019-09-03,Banglore,New Delhi,BLR → BOM → DEL,650,1,9134,8,13,15,21,17,25,3,9,2019
8339,Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,1100,1,11087,13,13,15,18,17,55,3,12,2019
8340,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,875,1,13941,4,2,40,14,17,5,5,1,2019
8341,Air India,2019-03-06,Delhi,Cochin,DEL → COK,170,0,5201,8,17,0,5,17,10,6,3,2019
8342,IndiGo,2019-04-24,Delhi,Cochin,DEL → HYD → COK,665,1,6171,16,17,10,5,17,5,24,4,2019
8343,Air Asia,2019-01-03,Kolkata,Banglore,CCU → BLR,150,0,5964,22,17,5,19,17,35,3,1,2019
8344,Jet Airways,2019-05-27,Delhi,Cochin,DEL → AMD → BOM → COK,1430,2,15129,19,28,0,19,17,10,27,5,2019
8345,Jet Airways,2019-05-18,Delhi,Cochin,DEL → JAI → BOM → COK,1615,2,13029,12,19,35,9,17,40,18,5,2019
8346,Jet Airways,2019-05-27,Banglore,Delhi,BLR → DEL,180,0,4030,11,17,20,8,17,20,27,5,2019
8347,GoAir,2019-05-18,Kolkata,Banglore,CCU → AMD → BLR,455,1,10586,0,19,15,16,17,40,18,5,2019
8348,Air India,2019-06-03,Mumbai,Hyderabad,BOM → JAI → DEL → HYD,1910,2,17926,19,7,25,11,17,35,3,6,2019
8349,Jet Airways,2019-06-06,Delhi,Cochin,DEL → COK,195,0,9564,14,17,15,11,17,0,6,6,2019
8350,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → GAU → BLR,435,1,8355,17,17,35,10,17,20,15,5,2019
8351,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,910,1,6795,1,7,30,10,17,20,6,6,2019
8352,Air India,2019-05-15,Delhi,Cochin,DEL → BLR → COK,1125,1,10671,8,16,15,13,17,30,15,5,2019
8353,Air India,2019-03-27,Delhi,Cochin,DEL → UDR → BOM → COK,1100,2,10178,7,28,40,13,17,20,27,3,2019
8354,Vistara,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,1555,1,7927,9,13,5,7,17,10,6,12,2019
8355,Air India,2019-05-18,Mumbai,Hyderabad,BOM → HYD,90,0,3100,15,17,25,13,17,55,18,5,2019
8356,Air India,2019-06-03,Delhi,Cochin,DEL → AMD → BOM → COK,1410,2,12646,19,7,15,19,17,45,3,6,2019
8357,IndiGo,2019-06-03,Delhi,Cochin,DEL → BLR → COK,300,1,7894,10,17,5,5,17,5,3,6,2019
8358,IndiGo,2019-06-24,Banglore,Delhi,BLR → DEL,165,0,3943,4,17,15,1,17,30,24,6,2019
8359,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,470,1,7575,19,17,15,11,17,25,5,9,2019
8360,Jet Airways,2019-06-03,Delhi,Cochin,DEL → IDR → BOM → COK,2300,2,16914,19,7,45,5,17,25,3,6,2019
8361,Vistara,2019-06-24,Delhi,Cochin,DEL → COK,190,0,6216,17,17,50,14,17,40,24,6,2019
8362,IndiGo,2019-05-21,Delhi,Cochin,DEL → BLR → COK,310,1,6147,22,17,15,17,17,5,21,5,2019
8363,IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,480,1,6979,1,16,30,17,17,30,15,5,2019
8364,Air India,2019-05-27,Delhi,Cochin,DEL → COK,185,0,6094,21,17,10,18,17,5,27,5,2019
8365,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,455,1,12242,4,28,25,20,17,50,27,3,2019
8366,Air India,2019-12-06,Kolkata,Banglore,CCU → BBI → BOM → BLR,590,2,9416,21,17,50,12,17,0,6,12,2019
8367,Air India,2019-03-21,Delhi,Cochin,DEL → HYD → MAA → COK,1210,2,7107,9,22,25,13,17,15,21,3,2019
8368,Jet Airways,2019-09-06,Delhi,Cochin,DEL → IDR → BOM → COK,1295,2,13292,19,10,0,21,17,25,6,9,2019
8369,IndiGo,2019-03-03,Chennai,Kolkata,MAA → CCU,140,0,7295,10,17,15,7,17,55,3,3,2019
8370,IndiGo,2019-04-18,Banglore,Delhi,BLR → DEL,175,0,4423,3,17,25,0,17,30,18,4,2019
8371,IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,170,0,5694,2,28,20,23,17,30,24,3,2019
8372,Jet Airways,2019-03-24,Banglore,New Delhi,BLR → BOM → DEL,280,1,8147,10,17,25,5,17,45,24,3,2019
8373,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,750,1,13377,1,28,30,13,17,0,27,5,2019
8374,Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,640,1,13502,0,7,45,14,17,5,3,6,2019
8375,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BHO → BOM → COK,1365,2,13764,4,10,25,5,17,40,3,9,2019
8376,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,1005,1,12692,9,7,45,17,17,0,6,6,2019
8377,IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,155,0,4804,19,17,50,17,17,15,18,5,2019
8378,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,1495,1,7064,9,2,20,8,17,25,4,1,2019
8379,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,330,1,14924,12,17,35,7,17,5,24,6,2019
8380,IndiGo,2019-01-03,Kolkata,Banglore,CCU → BLR,155,0,6565,17,17,55,15,17,20,3,1,2019
8381,Air India,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,1595,2,9863,19,19,15,16,17,40,18,5,2019
8382,IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,300,1,7725,21,17,0,16,17,0,3,6,2019
8383,Air India,2019-05-15,Delhi,Cochin,DEL → GOI → BOM → COK,1275,2,11281,19,16,15,22,17,0,15,5,2019
8384,Jet Airways,2019-05-21,Mumbai,Hyderabad,BOM → HYD,90,0,3210,21,17,5,19,17,35,21,5,2019
8385,Air India,2019-01-05,Kolkata,Banglore,CCU → HYD → BLR,580,1,6117,4,2,40,19,17,0,5,1,2019
8386,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,745,1,10262,4,25,25,16,17,0,24,6,2019
8387,IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,170,0,3943,6,17,50,4,17,0,4,1,2019
8388,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,585,1,12576,4,13,40,18,17,55,6,12,2019
8389,Air Asia,2019-04-21,Delhi,Cochin,DEL → BLR → COK,330,1,7452,13,17,25,7,17,55,21,4,2019
8390,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,590,1,14781,16,17,20,6,17,30,5,1,2019
8391,Air India,2019-12-06,Kolkata,Banglore,CCU → BBI → BLR,245,1,8996,13,17,15,9,17,10,6,12,2019
8392,Air India,2019-06-03,Delhi,Cochin,DEL → BLR → COK,1125,1,11563,8,7,15,13,17,30,3,6,2019
8393,IndiGo,2019-09-03,Banglore,New Delhi,BLR → DEL,170,0,4777,6,17,50,4,17,0,3,9,2019
8394,IndiGo,2019-09-04,Kolkata,Banglore,CCU → BLR,155,0,4174,18,17,5,15,17,30,4,9,2019
8395,SpiceJet,2019-06-06,Kolkata,Banglore,CCU → BLR,150,0,3841,19,17,40,17,17,10,6,6,2019
8396,Jet Airways,2019-06-24,Delhi,Cochin,DEL → ATQ → BOM → COK,605,2,13775,4,25,25,18,17,20,24,6,2019
8397,Air India,2019-03-27,Delhi,Cochin,DEL → MAA → COK,965,1,5117,9,28,25,17,17,20,27,3,2019
8398,Jet Airways,2019-06-15,Mumbai,Hyderabad,BOM → HYD,90,0,5678,21,17,5,19,17,35,15,6,2019
8399,Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,300,1,5177,19,17,0,14,17,0,4,1,2019
8400,SpiceJet,2019-09-05,Delhi,Cochin,DEL → BLR → COK,295,1,5975,22,17,50,17,17,55,5,9,2019
8401,IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,165,0,6860,3,17,25,0,17,40,3,3,2019
8402,IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,165,0,4804,12,17,20,9,17,35,18,5,2019
8403,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,840,1,13377,1,28,30,11,17,30,27,6,2019
8404,Air India,2019-05-21,Delhi,Cochin,DEL → BOM → COK,555,1,8372,19,17,15,10,17,0,21,5,2019
8405,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,720,1,7933,21,17,0,9,17,0,6,1,2019
8406,IndiGo,2019-05-15,Mumbai,Hyderabad,BOM → HYD,90,0,4049,7,17,55,6,17,25,15,5,2019
8407,Air India,2019-03-03,Banglore,New Delhi,BLR → DEL,165,0,11423,12,17,45,10,17,0,3,3,2019
8408,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,1285,1,10844,16,16,20,18,17,55,15,5,2019
8409,Jet Airways,2019-03-21,Delhi,Cochin,DEL → JAI → BOM → COK,2565,2,12819,4,23,25,9,17,40,21,3,2019
8410,SpiceJet,2019-04-18,Banglore,Delhi,BLR → DEL,175,0,5621,0,19,5,21,17,10,18,4,2019
8411,Air India,2019-09-05,Banglore,Delhi,BLR → DEL,165,0,5228,19,17,45,17,17,0,5,9,2019
8412,Jet Airways,2019-03-27,Delhi,Cochin,DEL → IDR → BOM → COK,2300,2,9254,19,28,45,5,17,25,27,3,2019
8413,IndiGo,2019-01-05,Mumbai,Hyderabad,BOM → HYD,90,0,4392,7,17,55,6,17,25,5,1,2019
8414,Jet Airways,2019-03-21,Mumbai,Hyderabad,BOM → HYD,90,0,8040,11,17,50,10,17,20,21,3,2019
8415,Air Asia,2019-04-27,Banglore,Delhi,BLR → DEL,165,0,4483,13,17,55,11,17,10,27,4,2019
8416,Air India,2019-03-03,Delhi,Cochin,DEL → HYD → MAA → COK,1420,2,12760,9,4,25,9,17,45,3,3,2019
8417,Jet Airways,2019-05-15,Banglore,Delhi,BLR → DEL,175,0,7229,18,17,10,15,17,15,15,5,2019
8418,Vistara,2019-04-24,Banglore,Delhi,BLR → DEL,160,0,5403,9,17,40,7,17,0,24,4,2019
8419,Air India,2019-03-21,Delhi,Cochin,DEL → BOM → COK,735,1,7934,19,17,15,7,17,0,21,3,2019
8420,GoAir,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,495,1,6945,7,16,45,23,17,30,15,5,2019
8421,SpiceJet,2019-06-04,Banglore,Delhi,BLR → DEL,170,0,4423,12,17,20,9,17,30,4,6,2019
8422,Jet Airways,2019-03-15,Mumbai,Hyderabad,BOM → HYD,85,0,8040,8,17,35,7,17,10,15,3,2019
8423,Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,660,1,11399,19,17,0,8,17,0,5,9,2019
8424,Jet Airways,2019-04-21,Delhi,Cochin,DEL → COK,195,0,7202,14,17,15,11,17,0,21,4,2019
8425,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,570,1,13727,21,17,0,11,17,30,5,9,2019
8426,SpiceJet,2019-06-24,Delhi,Cochin,DEL → BLR → COK,295,1,4957,22,17,50,17,17,55,24,6,2019
8427,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,360,1,10262,19,17,0,13,17,0,6,3,2019
8428,SpiceJet,2019-03-04,Mumbai,Hyderabad,BOM → HYD,90,0,2017,7,17,15,5,17,45,4,3,2019
8429,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,610,1,12242,4,28,25,18,17,15,27,3,2019
8430,Jet Airways,2019-01-03,Mumbai,Hyderabad,BOM → HYD,90,0,10875,11,17,50,10,17,20,3,1,2019
8431,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,400,1,10844,20,17,45,14,17,5,6,9,2019
8432,Air Asia,2019-03-06,Kolkata,Banglore,CCU → BLR,155,0,4409,12,17,55,10,17,20,6,3,2019
8433,Air India,2019-03-21,Banglore,New Delhi,BLR → COK → DEL,985,1,6987,23,17,20,6,17,55,21,3,2019
8434,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BHO → BOM → COK,1365,2,12074,4,28,25,5,17,40,27,3,2019
8435,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,470,1,7354,19,17,15,11,17,25,6,6,2019
8436,Air India,2019-03-06,Delhi,Cochin,DEL → CCU → BOM → COK,1580,2,13381,19,4,15,16,17,55,6,3,2019
8437,Air India,2019-06-15,Delhi,Cochin,DEL → COK,170,0,5201,8,17,0,5,17,10,15,6,2019
8438,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,1170,1,9663,12,2,0,16,17,30,5,1,2019
8439,Air India,2019-09-05,Delhi,Cochin,DEL → COK,185,0,6094,21,17,10,18,17,5,5,9,2019
8440,Jet Airways,2019-12-05,Delhi,Cochin,DEL → COK,195,0,7202,14,17,15,11,17,0,5,12,2019
8441,Vistara,2019-06-06,Chennai,Kolkata,MAA → CCU,140,0,11982,20,17,5,17,17,45,6,6,2019
8442,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,550,1,7832,16,17,10,7,17,0,21,3,2019
8443,Air India,2019-09-03,Chennai,Kolkata,MAA → CCU,135,0,7817,13,17,55,11,17,40,3,9,2019
8444,Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,360,1,12373,19,17,0,13,17,0,18,5,2019
8445,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,590,1,10844,18,17,15,8,17,25,18,5,2019
8446,Jet Airways,2019-09-06,Delhi,Cochin,DEL → NAG → BOM → COK,1790,2,13376,12,10,35,6,17,45,6,9,2019
8447,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → HYD → COK,385,1,9646,16,17,10,9,17,45,27,6,2019
